"Title","Studio","calWeeklyGross","totTheatreCount","totGross","totBudget","WeeksOn","startYear","startWeek"
"Seondal: The Man Who Sells the River","CJ",105900,16,105900,"         NA","3",2016,29
"Seoul Searching","Wonder",12200,1,12200,"         NA","1",2016,25
"Serena","Magn.",189900,106,189900,"         NA","7",2015,13
"Serial Killer 1","KL",3500,1,11000,"         NA","6",2016,25
"Served Like a Girl","ENTMP",8500,16,8600,"         NA","4",2017,34
"Set Fire to the Stars","Strand",NA,9,4800,"         NA","5",2015,24
"Seven Beauties (2017 re-release)","KL",13000,10,12900,"         NA","9",2017,15
"Seven Years of Night","CJ",24000,6,24000,"         NA","2",2018,14
"Seventh Son","Uni.",19662400,7426,19662500,"    9500000","6",2015,6
"Sex Tape","Sony",44131300,10127,44131200,"    4000000","9",2014,29
"Sex, Death and Bowling","Mont.",6400,11,6400,"         NA","6",2015,44
"Seymour: An Introduction","IFC",675600,269,668300,"         NA","9",2015,11
"Sgt. Stubby: An American Hero","FunAcad",3095600,3526,3095600,"         NA","7",2018,15
"Shaandaar","FIP",556000,272,556000,"         NA","1",2015,42
"Shadowman","FM",13500,15,13700,"         NA","9",2017,48
"Shakespeare Wallah (re-issue)","Cohen",4700,1,4700,"         NA","1",2017,45
"Shamitabh","Eros",370500,274,370600,"         NA","2",2015,6
"Shanghai","Wein.",49500,114,49500,"         NA","2",2015,40
"Shangri-La Suite","B&A",14800,25,14800,"         NA","1",2016,44
"Shaun the Sheep Movie","LGF",21752800,12932,21407800,"         NA","9",2015,31
"She's Beautiful When She's Angry","ICir",475900,220,469400,"         NA","9",2014,48
"She's Funny That Way","LGP",125900,56,125800,"         NA","3",2015,34
"She's Lost Control","MR",5800,6,5700,"         NA","9",2015,12
"Shed Skin Papa","CL",12600,8,12600,"         NA","1",2018,12
"Sherlock Gnomes","Par.",43111300,16784,42735800,"    5900000","9",2018,12
"Shin Godzilla","FUN",2023200,470,2023200,"         NA","4",2016,41
"Shock & Awe","VE",72500,100,72500,"         NA","1",2018,28
"Short Peace","Elev.",700,1,26200,"         NA","11",2014,28
"Shot","Pala.",4900,10,4900,"         NA","1",2017,38
"SHOT! The Psycho-Spiritual Mantra of Rock","Magn.",15700,6,15700,"         NA","3",2017,14
"Shout Gladi Gladi","ICir",6200,3,6200,"         NA","2",2015,40
"Show Dogs","Global Road",17596100,11039,17596100,"         NA","9",2018,20
"Shubh Mangal Saavdhan","Eros",716000,400,707900,"         NA","5",2017,35
"Shut In","EC",7267400,2861,7267300,"         NA","7",2016,46
"Sicario","LGF",49996800,12195,50660100,"    3000000","9",2015,38
"Sicario: Day of the Soldado","Sony",49163200,10463,49163200,"    3500000","7",2018,26
"Siddharth","Zeit.",60400,16,69500,"         NA","9",2014,26
"Sidemen: Long Road to Glory","Abr.",31100,14,31100,"         NA","5",2017,33
"Signature Move","Newcity",30700,6,31500,"         NA","4",2017,39
"Silence (2016)","Par.",7284200,2977,7445500,"         NA","9",2016,52
"Silicon Cowboys","FR",9000,12,9000,"         NA","1",2016,38
"Simple Creature","Indic.",24800,22,24200,"         NA","9",2017,30
"Sing","Uni.",210664900,28290,282912400,"    7500000","9",2016,51
"Sing Street","Wein.",3441400,1925,3526200,"         NA","9",2016,16
"Singh is Bling","Eros",978900,405,978900,"         NA","3",2015,40
"Singham Returns","Eros",1413600,635,1413500,"         NA","5",2014,33
"Singularity","VE",4300,85,4200,"         NA","4",2017,44
"Sinister 2","Focus",31151500,11437,30797900,"    1000000","9",2015,34
"Sisters","Uni.",93312700,16891,94044700,"    3000000","9",2015,51
"Six Dance Lessons in Six Weeks","Da.",120400,50,116300,"         NA","8",2014,50
"Skate Kitchen","Magn.",29000,1,29000,"         NA","1",2018,32
"Skin Trade","Magn.",1400,2,1300,"         NA","3",2015,19
"Sky on Fire","WGUSA",82600,29,82600,"         NA","3",2016,49
"Skyscraper","Uni.",65678500,12570,65678500,"   12500000","5",2018,28
"Slack Bay","KL",111900,70,116800,"         NA","9",2017,16
"Slash","Boxcar",6200,6,6200,"         NA","3",2016,50
"Sleeping with Other People","IFC",882200,693,867900,"         NA","9",2015,37
"Sleepless","ORF",21794700,6053,21794700,"         NA","8",2017,2
"Sleight","BH Tilt",4128700,1682,4128800,"      25000","6",2017,17
"Slender Man","SGem",15591600,2358,15591600,"    1000000","1",2018,32
"Slow Learners","IFC",24800,17,24800,"         NA","5",2015,33
"Slow West","A24",244300,147,250200,"         NA","4",2015,21
"Smiling Through the Apocalypse","FRun",5200,3,5100,"         NA","5",2014,37
"Smurfs: The Lost Village","Sony",46630500,18088,46734400,"    6000000","9",2017,14
"Snatched","Fox",47492100,12162,47597900,"    4200000","9",2017,19
"Snow Girl and the Dark Crystal","WGUSA",187400,46,179800,"         NA","7",2015,9
"Snowden","ORF",23345800,8268,22766400,"    4000000","9",2016,38
"Snowpiercer","RTWC",5235500,1508,5218600,"         NA","9",2014,26
"So B. It","Good Deed",48100,41,48100,"         NA","5",2017,40
"So Young 2: Never Gone","CL",105000,26,105000,"         NA","2",2016,29
"Social Animals","VE",4900,75,4900,"         NA","1",2018,22
"Sol LeWitt","Icar.",6300,7,14500,"         NA","18",2014,28
"Sold","Mats.",61000,43,61100,"         NA","9",2016,14
"Sollers Point","Osci.",32300,16,32200,"         NA","6",2018,19
"Solo: A Star Wars Story","BV",210859600,22107,210859600,"         NA","9",2018,21
"Some Like It Hot (Qing Shung)","CL",104900,17,104900,"         NA","3",2017,2
"Somewhere Only We Know","CL",550600,97,550700,"         NA","4",2015,7
"Son of Saul","SPC",1917400,886,1894800,"         NA","9",2015,51
"Song of Granite","Osci.",15800,11,16400,"         NA","6",2017,45
"Song of the Sea","GK",974000,438,923300,"         NA","9",2014,51
"Song One","TFA",36800,34,36800,"         NA","2",2015,4
"Song to Song","BG",463100,255,459500,"         NA","9",2017,11
"Songs My Brothers Taught Me","KL",37600,25,36900,"         NA","9",2016,9
"Soorma","Sony",385500,118,385500,"         NA","3",2018,28
"Sophie and the Rising Sun","Mont.",36300,36,35900,"         NA","9",2017,3
"Sorry to Bother You","Annapurna",15855900,3281,15855800,"         NA","6",2018,27
"Soul on a String","FM",3800,9,3800,"         NA","7",2017,20
"Southbound","Orch.",10200,4,10200,"         NA","1",2016,6
"Southpaw","Wein.",58886200,13963,58577400,"    3000000","9",2015,30
"Southside with You","RAtt.",6865600,2374,6818200,"         NA","9",2016,35
"Souvenir","Strand",11500,12,11300,"         NA","9",2018,9
"Spa Night","Strand",41900,10,40700,"         NA","7",2016,34
"Space Station 3-D (IMAX)","Imax",NA,270,105188200,"         NA","844",2014,26
"Spare Parts","LGF",4131500,1501,4131400,"         NA","7",2015,3
"Spark: A Space Tail","ORF",203500,450,203500,"         NA","2",2017,15
"Spectre","Sony",213227300,23485,216159100,"   24500000","9",2015,45
"Speed Sisters","FRun",3600,3,3600,"         NA","3",2017,4
"Spettacolo","Ghop",33100,24,32900,"         NA","8",2017,36
"Spider-Man: Homecoming","Sony",346866500,34819,344763400,"   17500000","9",2017,27
"Spiral","Cohen",7900,3,7900,"         NA","2",2018,25
"Spirit of the Game","Gold.",228800,101,228800,"         NA","5",2016,41
"Spirited Away (Fathom Event)","Fathom",1208500,632,1208500,"         NA","1",2017,43
"Spirits' Homecoming","PM&E",133500,28,131400,"         NA","4",2016,11
"Split","Uni.",145005600,20502,144005300,"     900000","9",2017,3
"Spotlight","ORF",48281100,14361,47992900,"         NA","9",2015,45
"Spring (2015)","Drft.",55700,47,53800,"         NA","9",2015,12
"Spy","Fox",124524600,21232,124465000,"    6500000","9",2015,23
"St. Vincent","Wein.",48998100,16667,50388700,"         NA","9",2014,41
"Stalker (2017 re-release)","Jan.",273400,42,274000,"         NA","9",2017,18
"Stand Clear of the Closing Doors","Osci.",6000,7,19800,"         NA","9",2014,29
"Standing Tall (La tete haute)","Cohen",27700,10,27800,"         NA","3",2016,14
"Star Crossed","Indic.",16100,22,16100,"         NA","9",2016,20
"Star Trek Beyond","Par.",173012700,20357,172348400,"   18500000","9",2016,30
"Star Wars: The Force Awakens","BV",1002227000,38010,1009345800,"   24500000","9",2015,51
"Star Wars: The Last Jedi","BV",626600900,28185,627476700,"         NA","9",2017,50
"Starless Dreams","CGld",2000,3,2000,"         NA","2",2017,3
"Starred Up","Trib.",62800,32,61300,"         NA","9",2014,34
"Stations of the Cross","FM",1700,2,1700,"         NA","2",2015,28
"Stations of the Elevated","APD/C",31000,2,31800,"         NA","3",2014,41
"Status Update","VE",4700,75,4700,"         NA","1",2018,13
"Staying Vertical","Strand",12800,13,12600,"         NA","9",2017,3
"Steak (R)evolution","KL",900,2,8600,"         NA","8",2015,36
"Stefan Zweig: Farewell to Europe","FRun",81200,15,81200,"         NA","7",2017,19
